id;nombre;direccion;telefono;horario;SQL
501;Devcast;56 Mockingbird Plaza;5622043048;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (501, 'Devcast', '56 Mockingbird Plaza', '5622043048', '06:00 - 14:00');"
502;Trilith;9117 Ruskin Parkway;3716473846;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (502, 'Trilith', '9117 Ruskin Parkway', '3716473846', '09:00 - 17:00');"
503;Eimbee;19428 Hanover Court;3413380080;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (503, 'Eimbee', '19428 Hanover Court', '3413380080', '07:00 - 15:00');"
504;Katz;65240 Heath Road;2837222769;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (504, 'Katz', '65240 Heath Road', '2837222769', '11:00 - 19:00');"
505;Zazio;81 Swallow Junction;5654211601;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (505, 'Zazio', '81 Swallow Junction', '5654211601', '09:00 - 17:00');"
506;Yata;00 Westridge Point;4035819269;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (506, 'Yata', '00 Westridge Point', '4035819269', '09:00 - 17:00');"
507;Demizz;69645 Merry Place;2726596972;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (507, 'Demizz', '69645 Merry Place', '2726596972', '10:00 - 18:00');"
508;Geba;656 Meadow Ridge Trail;7745852235;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (508, 'Geba', '656 Meadow Ridge Trail', '7745852235', '11:00 - 19:00');"
509;Fadeo;484 Redwing Trail;8866260424;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (509, 'Fadeo', '484 Redwing Trail', '8866260424', '09:00 - 17:00');"
510;Jatri;670 Clyde Gallagher Hill;3235659834;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (510, 'Jatri', '670 Clyde Gallagher Hill', '3235659834', '06:00 - 14:00');"
511;Voomm;87882 Duke Parkway;1915437095;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (511, 'Voomm', '87882 Duke Parkway', '1915437095', '11:00 - 19:00');"
512;Zoombeat;6 Crest Line Way;2751895925;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (512, 'Zoombeat', '6 Crest Line Way', '2751895925', '09:00 - 17:00');"
513;Jaxspan;7228 Fulton Terrace;1931978379;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (513, 'Jaxspan', '7228 Fulton Terrace', '1931978379', '12:00 - 20:00');"
514;Youfeed;7495 Meadow Valley Drive;7578816487;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (514, 'Youfeed', '7495 Meadow Valley Drive', '7578816487', '08:00 - 16:00');"
515;Photolist;05 Pankratz Junction;3058248881;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (515, 'Photolist', '05 Pankratz Junction', '3058248881', '12:00 - 20:00');"
516;Mita;85 Tennessee Way;1549362659;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (516, 'Mita', '85 Tennessee Way', '1549362659', '07:00 - 15:00');"
517;Yoveo;13037 Mayer Place;1187115688;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (517, 'Yoveo', '13037 Mayer Place', '1187115688', '10:00 - 18:00');"
518;Fliptune;0297 Washington Alley;7505656389;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (518, 'Fliptune', '0297 Washington Alley', '7505656389', '13:00 - 21:00');"
519;Yata;1606 Harbort Lane;6007855813;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (519, 'Yata', '1606 Harbort Lane', '6007855813', '07:00 - 15:00');"
520;Wordware;1168 Summerview Park;7555578719;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (520, 'Wordware', '1168 Summerview Park', '7555578719', '09:00 - 17:00');"
521;Myworks;5802 Hagan Lane;9777302167;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (521, 'Myworks', '5802 Hagan Lane', '9777302167', '12:00 - 20:00');"
522;Yabox;604 Algoma Place;5876749249;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (522, 'Yabox', '604 Algoma Place', '5876749249', '10:00 - 18:00');"
523;Kazio;0829 Old Shore Park;9062048516;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (523, 'Kazio', '0829 Old Shore Park', '9062048516', '11:00 - 19:00');"
524;Dynava;0 Glacier Hill Park;5408017435;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (524, 'Dynava', '0 Glacier Hill Park', '5408017435', '10:00 - 18:00');"
525;Innojam;18778 Del Sol Alley;5364300261;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (525, 'Innojam', '18778 Del Sol Alley', '5364300261', '09:00 - 17:00');"
526;Skivee;12686 Morning Parkway;1761449886;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (526, 'Skivee', '12686 Morning Parkway', '1761449886', '13:00 - 21:00');"
527;Devshare;608 Spenser Plaza;3977976775;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (527, 'Devshare', '608 Spenser Plaza', '3977976775', '09:00 - 17:00');"
528;Devpoint;881 Dakota Junction;5217302384;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (528, 'Devpoint', '881 Dakota Junction', '5217302384', '09:00 - 17:00');"
529;Centidel;74 Cascade Alley;4332322696;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (529, 'Centidel', '74 Cascade Alley', '4332322696', '06:00 - 14:00');"
530;Tazz;815 Sloan Lane;8325849378;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (530, 'Tazz', '815 Sloan Lane', '8325849378', '07:00 - 15:00');"
531;Thoughtstorm;4854 Bluestem Avenue;5277130605;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (531, 'Thoughtstorm', '4854 Bluestem Avenue', '5277130605', '11:00 - 19:00');"
532;Dynava;5325 Northview Parkway;3715093621;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (532, 'Dynava', '5325 Northview Parkway', '3715093621', '11:00 - 19:00');"
533;Photolist;9572 Kinsman Place;3927747725;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (533, 'Photolist', '9572 Kinsman Place', '3927747725', '06:00 - 14:00');"
534;Riffpath;3 Welch Terrace;9434846895;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (534, 'Riffpath', '3 Welch Terrace', '9434846895', '13:00 - 21:00');"
535;Riffwire;7673 Clemons Drive;1511182018;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (535, 'Riffwire', '7673 Clemons Drive', '1511182018', '12:00 - 20:00');"
536;Realcube;6 Kings Avenue;6827537466;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (536, 'Realcube', '6 Kings Avenue', '6827537466', '10:00 - 18:00');"
537;Quimba;0 Waubesa Circle;2257672594;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (537, 'Quimba', '0 Waubesa Circle', '2257672594', '06:00 - 14:00');"
538;Wordpedia;14 Waywood Terrace;4302083465;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (538, 'Wordpedia', '14 Waywood Terrace', '4302083465', '11:00 - 19:00');"
539;Feednation;24 5th Street;3946187348;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (539, 'Feednation', '24 5th Street', '3946187348', '09:00 - 17:00');"
540;Agivu;444 Ronald Regan Circle;6207917795;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (540, 'Agivu', '444 Ronald Regan Circle', '6207917795', '07:00 - 15:00');"
541;Trudoo;836 Sunfield Lane;4919132983;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (541, 'Trudoo', '836 Sunfield Lane', '4919132983', '07:00 - 15:00');"
542;Meemm;883 Westerfield Lane;4958743360;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (542, 'Meemm', '883 Westerfield Lane', '4958743360', '09:00 - 17:00');"
543;Photojam;99 Bonner Road;5383227476;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (543, 'Photojam', '99 Bonner Road', '5383227476', '11:00 - 19:00');"
544;Eayo;3 Eagle Crest Circle;4279861352;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (544, 'Eayo', '3 Eagle Crest Circle', '4279861352', '08:00 - 16:00');"
545;Youtags;45133 American Ash Lane;6655771303;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (545, 'Youtags', '45133 American Ash Lane', '6655771303', '08:00 - 16:00');"
546;Vipe;358 Shelley Drive;1144554086;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (546, 'Vipe', '358 Shelley Drive', '1144554086', '10:00 - 18:00');"
547;DabZ;5065 Texas Avenue;2078951350;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (547, 'DabZ', '5065 Texas Avenue', '2078951350', '13:00 - 21:00');"
548;Bubblemix;130 Pepper Wood Avenue;2997586343;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (548, 'Bubblemix', '130 Pepper Wood Avenue', '2997586343', '11:00 - 19:00');"
549;Realcube;4 Miller Avenue;7704659959;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (549, 'Realcube', '4 Miller Avenue', '7704659959', '12:00 - 20:00');"
550;Quimm;294 Lake View Avenue;5774347228;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (550, 'Quimm', '294 Lake View Avenue', '5774347228', '10:00 - 18:00');"
551;Npath;71236 Mesta Plaza;7963968274;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (551, 'Npath', '71236 Mesta Plaza', '7963968274', '07:00 - 15:00');"
552;Plambee;91763 Laurel Pass;1333546995;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (552, 'Plambee', '91763 Laurel Pass', '1333546995', '13:00 - 21:00');"
553;Buzzdog;8 Meadow Ridge Point;6798094338;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (553, 'Buzzdog', '8 Meadow Ridge Point', '6798094338', '13:00 - 21:00');"
554;Meemm;7 Carberry Hill;9602055579;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (554, 'Meemm', '7 Carberry Hill', '9602055579', '06:00 - 14:00');"
555;Vitz;41528 Muir Parkway;7474006430;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (555, 'Vitz', '41528 Muir Parkway', '7474006430', '07:00 - 15:00');"
556;Jamia;691 Northwestern Terrace;6618409786;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (556, 'Jamia', '691 Northwestern Terrace', '6618409786', '08:00 - 16:00');"
557;Buzzshare;11479 Fair Oaks Street;8759700470;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (557, 'Buzzshare', '11479 Fair Oaks Street', '8759700470', '07:00 - 15:00');"
558;Tagchat;342 High Crossing Trail;5832409689;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (558, 'Tagchat', '342 High Crossing Trail', '5832409689', '08:00 - 16:00');"
559;Tagfeed;40 Knutson Circle;3655822450;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (559, 'Tagfeed', '40 Knutson Circle', '3655822450', '11:00 - 19:00');"
560;Buzzdog;868 Rockefeller Park;7524830920;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (560, 'Buzzdog', '868 Rockefeller Park', '7524830920', '12:00 - 20:00');"
561;Eamia;864 American Ash Junction;1924768792;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (561, 'Eamia', '864 American Ash Junction', '1924768792', '11:00 - 19:00');"
562;Babbleopia;7 Meadow Valley Plaza;6044316218;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (562, 'Babbleopia', '7 Meadow Valley Plaza', '6044316218', '12:00 - 20:00');"
563;Wikizz;62 Duke Way;1056086842;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (563, 'Wikizz', '62 Duke Way', '1056086842', '07:00 - 15:00');"
564;Shuffletag;453 Muir Lane;3236224559;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (564, 'Shuffletag', '453 Muir Lane', '3236224559', '10:00 - 18:00');"
565;Riffwire;7708 Algoma Avenue;7273053840;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (565, 'Riffwire', '7708 Algoma Avenue', '7273053840', '11:00 - 19:00');"
566;Browsezoom;4 Melby Avenue;8297478446;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (566, 'Browsezoom', '4 Melby Avenue', '8297478446', '12:00 - 20:00');"
567;Cogilith;154 Harper Point;5437557421;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (567, 'Cogilith', '154 Harper Point', '5437557421', '13:00 - 21:00');"
568;Trupe;6 Knutson Hill;5602055990;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (568, 'Trupe', '6 Knutson Hill', '5602055990', '10:00 - 18:00');"
569;Riffwire;82521 Cascade Drive;8966635711;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (569, 'Riffwire', '82521 Cascade Drive', '8966635711', '12:00 - 20:00');"
570;Kazu;2 Melvin Circle;3056462993;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (570, 'Kazu', '2 Melvin Circle', '3056462993', '11:00 - 19:00');"
571;Zoozzy;24 Laurel Trail;1173075333;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (571, 'Zoozzy', '24 Laurel Trail', '1173075333', '12:00 - 20:00');"
572;Chatterpoint;3454 Esch Plaza;1088778449;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (572, 'Chatterpoint', '3454 Esch Plaza', '1088778449', '13:00 - 21:00');"
573;Viva;9455 Fremont Street;4219768662;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (573, 'Viva', '9455 Fremont Street', '4219768662', '08:00 - 16:00');"
574;Innotype;088 Paget Plaza;5888658302;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (574, 'Innotype', '088 Paget Plaza', '5888658302', '11:00 - 19:00');"
575;Ailane;484 Shoshone Parkway;6302289473;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (575, 'Ailane', '484 Shoshone Parkway', '6302289473', '13:00 - 21:00');"
576;Twitterwire;461 Homewood Plaza;9475582306;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (576, 'Twitterwire', '461 Homewood Plaza', '9475582306', '12:00 - 20:00');"
577;Dablist;13698 Shelley Street;7869998942;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (577, 'Dablist', '13698 Shelley Street', '7869998942', '06:00 - 14:00');"
578;Fiveclub;0 Canary Circle;3307641687;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (578, 'Fiveclub', '0 Canary Circle', '3307641687', '12:00 - 20:00');"
579;Aimbo;3919 Rowland Drive;8703441869;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (579, 'Aimbo', '3919 Rowland Drive', '8703441869', '12:00 - 20:00');"
580;Photospace;3 Fair Oaks Park;3003349568;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (580, 'Photospace', '3 Fair Oaks Park', '3003349568', '07:00 - 15:00');"
581;Youspan;5304 Northfield Lane;2384807537;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (581, 'Youspan', '5304 Northfield Lane', '2384807537', '06:00 - 14:00');"
582;Mycat;52011 Luster Crossing;1802759610;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (582, 'Mycat', '52011 Luster Crossing', '1802759610', '07:00 - 15:00');"
583;Twitternation;5672 Butterfield Parkway;9054419228;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (583, 'Twitternation', '5672 Butterfield Parkway', '9054419228', '09:00 - 17:00');"
584;Feedfire;31 Karstens Crossing;1877490153;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (584, 'Feedfire', '31 Karstens Crossing', '1877490153', '06:00 - 14:00');"
585;Browsebug;9 Sunnyside Road;1384990883;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (585, 'Browsebug', '9 Sunnyside Road', '1384990883', '13:00 - 21:00');"
586;Tavu;8645 Namekagon Road;1293386753;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (586, 'Tavu', '8645 Namekagon Road', '1293386753', '08:00 - 16:00');"
587;Tagcat;94 Nelson Way;6707946104;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (587, 'Tagcat', '94 Nelson Way', '6707946104', '11:00 - 19:00');"
588;Gabtune;05 Sloan Crossing;6844965750;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (588, 'Gabtune', '05 Sloan Crossing', '6844965750', '06:00 - 14:00');"
589;Meevee;5 Northfield Court;7321637585;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (589, 'Meevee', '5 Northfield Court', '7321637585', '07:00 - 15:00');"
590;Thoughtstorm;51 Division Crossing;1364515623;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (590, 'Thoughtstorm', '51 Division Crossing', '1364515623', '09:00 - 17:00');"
591;Aivee;45960 Moulton Way;2626522435;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (591, 'Aivee', '45960 Moulton Way', '2626522435', '13:00 - 21:00');"
592;Jayo;37027 Buell Circle;5221790297;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (592, 'Jayo', '37027 Buell Circle', '5221790297', '09:00 - 17:00');"
593;Innojam;0996 American Alley;7545796728;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (593, 'Innojam', '0996 American Alley', '7545796728', '12:00 - 20:00');"
594;Voonix;76653 Browning Court;7966121114;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (594, 'Voonix', '76653 Browning Court', '7966121114', '10:00 - 18:00');"
595;Dynazzy;0 Oriole Circle;3415349580;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (595, 'Dynazzy', '0 Oriole Circle', '3415349580', '10:00 - 18:00');"
596;Rhynyx;238 Kropf Park;5163250183;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (596, 'Rhynyx', '238 Kropf Park', '5163250183', '08:00 - 16:00');"
597;Meevee;6715 Saint Paul Junction;9869884065;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (597, 'Meevee', '6715 Saint Paul Junction', '9869884065', '13:00 - 21:00');"
598;Yakijo;0125 Ramsey Way;2887062301;07:00 - 15:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (598, 'Yakijo', '0125 Ramsey Way', '2887062301', '07:00 - 15:00');"
599;Muxo;909 Manley Way;7705869178;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (599, 'Muxo', '909 Manley Way', '7705869178', '09:00 - 17:00');"
600;Feedfish;6559 Golf View Circle;5466148740;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (600, 'Feedfish', '6559 Golf View Circle', '5466148740', '08:00 - 16:00');"
601;Voomm;121 Harbort Street;8643452803;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (601, 'Voomm', '121 Harbort Street', '8643452803', '06:00 - 14:00');"
602;Gabvine;349 Straubel Alley;3883752086;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (602, 'Gabvine', '349 Straubel Alley', '3883752086', '06:00 - 14:00');"
603;Meevee;96 Golf Alley;9986584409;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (603, 'Meevee', '96 Golf Alley', '9986584409', '11:00 - 19:00');"
604;Dabshots;58320 Cambridge Parkway;1476075524;08:00 - 16:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (604, 'Dabshots', '58320 Cambridge Parkway', '1476075524', '08:00 - 16:00');"
605;Oodoo;3813 Schiller Junction;4737120827;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (605, 'Oodoo', '3813 Schiller Junction', '4737120827', '12:00 - 20:00');"
606;Photobug;5 Manitowish Terrace;5442796002;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (606, 'Photobug', '5 Manitowish Terrace', '5442796002', '11:00 - 19:00');"
607;Wikivu;948 Lakewood Gardens Lane;6117389731;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (607, 'Wikivu', '948 Lakewood Gardens Lane', '6117389731', '10:00 - 18:00');"
608;Edgewire;82473 Barby Court;7044601217;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (608, 'Edgewire', '82473 Barby Court', '7044601217', '12:00 - 20:00');"
609;Leexo;72333 Artisan Junction;1824752465;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (609, 'Leexo', '72333 Artisan Junction', '1824752465', '11:00 - 19:00');"
610;Skyba;18299 Claremont Alley;1822314064;10:00 - 18:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (610, 'Skyba', '18299 Claremont Alley', '1822314064', '10:00 - 18:00');"
611;Blogtags;404 Roxbury Center;8789264762;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (611, 'Blogtags', '404 Roxbury Center', '8789264762', '13:00 - 21:00');"
612;Eare;64 Marquette Plaza;9657919977;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (612, 'Eare', '64 Marquette Plaza', '9657919977', '11:00 - 19:00');"
613;Zoovu;7555 Bartelt Park;9814378865;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (613, 'Zoovu', '7555 Bartelt Park', '9814378865', '11:00 - 19:00');"
614;Katz;2745 Grover Way;4524343064;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (614, 'Katz', '2745 Grover Way', '4524343064', '09:00 - 17:00');"
615;Shuffletag;1476 Coolidge Point;1163441498;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (615, 'Shuffletag', '1476 Coolidge Point', '1163441498', '12:00 - 20:00');"
616;Abatz;64603 Thompson Way;8336987919;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (616, 'Abatz', '64603 Thompson Way', '8336987919', '11:00 - 19:00');"
617;Ainyx;1109 Forest Center;7356159689;12:00 - 20:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (617, 'Ainyx', '1109 Forest Center', '7356159689', '12:00 - 20:00');"
618;Tagfeed;31 Lakeland Plaza;7387789262;11:00 - 19:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (618, 'Tagfeed', '31 Lakeland Plaza', '7387789262', '11:00 - 19:00');"
619;Oyoba;3 Eastlawn Place;8813216606;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (619, 'Oyoba', '3 Eastlawn Place', '8813216606', '13:00 - 21:00');"
620;Wikizz;28144 Corry Plaza;8249803429;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (620, 'Wikizz', '28144 Corry Plaza', '8249803429', '09:00 - 17:00');"
621;Teklist;76 Sage Terrace;2324568286;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (621, 'Teklist', '76 Sage Terrace', '2324568286', '13:00 - 21:00');"
622;Topiclounge;14 Jenna Pass;5165365265;09:00 - 17:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (622, 'Topiclounge', '14 Jenna Pass', '5165365265', '09:00 - 17:00');"
623;Skyble;02742 7th Circle;1871284289;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (623, 'Skyble', '02742 7th Circle', '1871284289', '13:00 - 21:00');"
624;Yombu;21 Commercial Alley;8349822004;13:00 - 21:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (624, 'Yombu', '21 Commercial Alley', '8349822004', '13:00 - 21:00');"
625;Twitterbridge;9 Russell Junction;6251260446;06:00 - 14:00;"INSERT INTO compras_restaurante (id, nombre, direccion, telefono, horario) VALUES (625, 'Twitterbridge', '9 Russell Junction', '6251260446', '06:00 - 14:00');"
